ID,Nom,Secteur,Adresse,CodePostal,Ville,Pays,Telephone,Email,TVA,IBAN,BIC,LogoPath
BUS122,Max Rénovation Services,Rénovation,9 Straße Antoine Dansaert,Genk,3600,Belgien,+32 32 754 779 23,contact@max-rénovation-services.be,BE0003576481,BE37 7481 8207 49,AXABBE22,assets/logos/business_bus122.svg
BUS123,Eau Uccle,Eau,34 Boulevard Industriel,Overijse,3090,Belgien,+32 75 458 751 61,contact@eau-uccle.be,BE0003941477,BE82 5451 3526 70,GEBABEBB,assets/logos/business_bus123.svg
BUS124,ProCordonnerie Partners,Cordonnerie,126 Straße de la Fontaine,Wavre,1300,Belgien,+32 44 208 826 64,contact@procordonnerie-partners.be,BE0006124076,BE97 9150 1680 47,BNAGBEBB,assets/logos/business_bus124.svg
BUS125,Épicerie Anvers,Épicerie,74 Allee des Nations,Roulers,8800,Belgien,+32 14 420 264 76,contact@épicerie-anvers.be,BE0002330530,BE17 7465 8621 88,AXABBE22,assets/logos/business_bus125.svg
BUS126,Épicerie Qualité,Épicerie,128 Straße des Bouchers,Huy,4500,Belgien,+32 84 643 250 27,contact@épicerie-qualité.be,BE0001813635,BE39 5712 0118 32,KREDBEBB,assets/logos/business_bus126.svg
BUS127,Pharmacie Inter Partners,Pharmacie,70 Straße des Artisans,Nivelles,1400,Belgien,+32 48 244 140 96,contact@pharmacie-inter-partners.be,BE0006616711,BE89 6377 2565 54,BNAGBEBB,assets/logos/business_bus127.svg
BUS128,Banque Eco Bruxelles,Banque,42 Allee de la Liberté,Ittre,1460,Belgien,+32 80 436 188 14,contact@banque-eco-bruxelles.be,BE0002127696,BE58 4216 8301 06,KREDBEBB,assets/logos/business_bus128.svg
BUS129,Elite Agence web Agency,Agence web,148 Straße de la Croix,Louvain-la-Neuve,1348,Belgien,+32 63 345 945 89,contact@elite-agence-web-agency.be,BE0001898006,BE05 4829 1912 08,KREDBEBB,assets/logos/business_bus129.svg
BUS130,Vandenberghe Esthétique,Esthétique,22 Allee de la Liberté,Hasselt,3500,Belgien,+32 68 169 555 71,contact@vandenberghe-esthétique.be,BE0006183918,BE40 6476 4564 81,BNAGBEBB,assets/logos/business_bus130.svg
BUS131,Top Logement social Bruxelles,Logement social,119 Platz du Grand Sablon,Seraing,4100,Belgien,+32 69 163 317 94,contact@top-logement-social-bruxelles.be,BE0003782188,BE49 0618 5253 80,BNAGBEBB,assets/logos/business_bus131.svg
BUS132,Eco Diplomatique Plus,Diplomatique,110 Boulevard de l'Europe,Namur,5000,Belgien,+32 22 939 153 32,contact@eco-diplomatique-plus.be,BE0009715833,BE02 5517 8694 99,GEBABEBB,assets/logos/business_bus132.svg
BUS133,François Location voiture,Location voiture,80 Straße du Commerce,Jette,1090,Belgien,+32 70 188 756 71,contact@françois-location-voiture.be,BE0006936371,BE90 7556 3935 12,BNAGBEBB,assets/logos/business_bus133.svg
BUS134,Wouters Éducation,Éducation,21 Straße Antoine Dansaert,Hermée,4680,Belgien,+32 51 666 189 67,contact@wouters-éducation.be,BE0001438069,BE22 1122 4533 83,BNAGBEBB,assets/logos/business_bus134.svg
BUS135,Simon & Peeters,Développement logiciel,53 Straße de Rollebeek,Wemmel,1780,Belgien,+32 27 118 889 64,contact@simon--peeters.be,BE0006307433,BE21 8400 9367 53,BNAGBEBB,assets/logos/business_bus135.svg
BUS136,Assurance Euro Services,Assurance,51 Straße de la Gare,Bruxelles,1000,Belgien,+32 69 727 235 29,contact@assurance-euro-services.be,BE0006164595,BE99 8074 2421 81,KREDBEBB,assets/logos/business_bus136.svg
BUS137,Rehabilitation New Belgium,Rehabilitation,144 Boulevard Industriel,Gand,9000,Belgien,+32 17 218 812 12,contact@rehabilitation-new-belgium.be,BE0008542316,BE22 7191 1936 90,BBRUBEBB,assets/logos/business_bus137.svg
BUS138,Gaz domestique Nivelles,Gaz domestique,45 Straße du Pont,Verviers,4800,Belgien,+32 52 128 707 84,contact@gaz-domestique-nivelles.be,BE0009754200,BE26 8138 4964 44,NICABEBB,assets/logos/business_bus138.svg
BUS139,Marketing Saint-Josse-ten-Noode,Marketing,11 Allee de Tervuren,Auderghem,1160,Belgien,+32 63 585 125 33,contact@marketing-saint-josse-ten-noode.be,BE0001460872,BE97 6245 8788 76,GEBABEBB,assets/logos/business_bus139.svg
BUS140,Kinésithérapie Prime & Co,Kinésithérapie,3 Allee de Tervuren,Woluwe-Saint-Lambert,1200,Belgien,+32 68 157 127 52,contact@kinésithérapie-prime--co.be,BE0007855781,BE66 5778 6422 83,KREDBEBB,assets/logos/business_bus140.svg
BUS141,Santé mentale Max Partners,Santé mentale,18 Straße des Artisans,Halle,1500,Belgien,+32 52 818 124 24,contact@santé-mentale-max-partners.be,BE0001602068,BE99 0557 7200 34,NICABEBB,assets/logos/business_bus141.svg
BUS142,Smart Santé mentale Bruxelles,Santé mentale,16 Straße du Parc,Overijse,3090,Belgien,+32 10 512 920 17,contact@smart-santé-mentale-bruxelles.be,BE0001397742,BE44 8906 9364 95,NICABEBB,assets/logos/business_bus142.svg
BUS143,Michel Éducation,Éducation,41 Straße Haute,Watermael-Boitsfort,1170,Belgien,+32 66 566 168 79,contact@michel-éducation.be,BE0005019060,BE94 2080 9572 64,AXABBE22,assets/logos/business_bus143.svg
BUS144,PlusImport-Export Partners,Import-Export,57 Allee Louise,Molenbeek-Saint-Jean,1080,Belgien,+32 55 905 754 28,contact@plusimport-export-partners.be,BE0002077323,BE92 6161 6677 03,NICABEBB,assets/logos/business_bus144.svg
BUS145,Max Ostéopathie,Ostéopathie,1 Straße du Parc,Drogenbos,1620,Belgien,+32 51 613 266 46,contact@max-ostéopathie.be,BE0006070297,BE78 0112 2020 56,AXABBE22,assets/logos/business_bus145.svg
BUS146,Intracommunautaire Expert Concept,Intracommunautaire,113 Allee des Arts,Halle,1500,Belgien,+32 36 130 113 68,contact@intracommunautaire-expert-concept.be,BE0007429575,BE25 8701 1639 50,BBRUBEBB,assets/logos/business_bus146.svg
BUS147,Énergie Seraing,Énergie,92 Straße de la Victoire,Louvain,3000,Belgien,+32 26 285 816 17,contact@énergie-seraing.be,BE0005492987,BE74 0329 1215 54,BNAGBEBB,assets/logos/business_bus147.svg
BUS148,Transport Ostende,Transport,38 Straße Neuve,Mechelen,2800,Belgien,+32 50 909 637 19,contact@transport-ostende.be,BE0001383818,BE36 6191 9710 09,BBRUBEBB,assets/logos/business_bus148.svg
BUS149,Devos Agriculture,Agriculture,18 Platz du Grand Sablon,Ciney,5590,Belgien,+32 81 253 588 40,contact@devos-agriculture.be,BE0008616228,BE56 4382 6655 49,GEBABEBB,assets/logos/business_bus149.svg
BUS150,Rousseau Fleuriste,Florist,75 Platz du Marché,Ixelles,1050,Belgien,+32 76 223 437 87,contact@rousseau-fleuriste.be,BE0004118463,BE50 9199 6227 57,BBRUBEBB,assets/logos/business_bus150.svg
BUS151,Desmet Banque,Banque,54 Straße des Sports,Ixelles,1050,Belgien,+32 26 723 100 52,contact@desmet-banque.be,BE0006352815,BE62 5995 2053 00,GEBABEBB,assets/logos/business_bus151.svg
BUS152,Télécommunications Wemmel,Télécommunications,49 Straße du Commerce,Louvain,3000,Belgien,+32 92 136 409 38,contact@télécommunications-wemmel.be,BE0007586593,BE87 5124 4716 95,GEBABEBB,assets/logos/business_bus152.svg
BUS153,Banque Eco,Banque,52 Straße du Pont,Watermael-Boitsfort,1170,Belgien,+32 14 951 400 84,contact@banque-eco.be,BE0001589804,BE88 9451 9606 08,GEBABEBB,assets/logos/business_bus153.svg
BUS154,PremierÉnergie Solutions,Énergie,73 Allee des Nations,Evere,1140,Belgien,+32 28 872 368 15,contact@premierénergie-solutions.be,BE0002925756,BE83 1526 7047 88,GEBABEBB,assets/logos/business_bus154.svg
BUS155,Lefranc & Lemaître,Diplomatique,27 Straße des Sports,Evere,1140,Belgien,+32 49 882 475 77,contact@lefranc--lemaître.be,BE0007273507,BE75 4854 2992 32,AXABBE22,assets/logos/business_bus155.svg
BUS156,Comptabilité Tubize,Comptabilité,64 Boulevard du Midi,Halle,1500,Belgien,+32 89 343 430 12,contact@comptabilité-tubize.be,BE0005730766,BE53 0803 8192 93,AXABBE22,assets/logos/business_bus156.svg
BUS157,Martin Pompes funèbres,Pompes funèbres,113 Allee de Tervuren,Braine-l'Alleud,1420,Belgien,+32 36 962 563 17,contact@martin-pompes-funèbres.be,BE0004411612,BE18 8766 8336 08,GEBABEBB,assets/logos/business_bus157.svg
BUS158,Recyclage Qualité Partners,Recyclage,22 Chaussee de Waterloo,Louvain-la-Neuve,1348,Belgien,+32 39 871 945 84,contact@recyclage-qualité-partners.be,BE0005339376,BE22 0828 0754 15,AXABBE22,assets/logos/business_bus158.svg
BUS159,Aménagement intérieur Ittre,Aménagement intérieur,19 Straße de l'Étuve,Bastogne,6600,Belgien,+32 89 560 709 55,contact@aménagement-intérieur-ittre.be,BE0006129607,BE32 5344 2584 45,KREDBEBB,assets/logos/business_bus159.svg
BUS160,ApexPiercing Agency,Piercing,21 Straße du Parc,Anderlecht,1070,Belgien,+32 48 799 938 20,contact@apexpiercing-agency.be,BE0006468263,BE49 6175 6755 88,NICABEBB,assets/logos/business_bus160.svg
BUS161,Omega Assurance Agency,Assurance,133 Boulevard de l'Europe,Liège,4000,Belgien,+32 15 961 992 20,contact@omega-assurance-agency.be,BE0004735745,BE49 4362 9629 94,KREDBEBB,assets/logos/business_bus161.svg
BUS162,Garde-meuble Vilvorde,Garde-meuble,27 Straße de Flandre,Tournai,7500,Belgien,+32 36 556 169 55,contact@garde-meuble-vilvorde.be,BE0003496236,BE73 2248 3638 93,NICABEBB,assets/logos/business_bus162.svg
BUS163,ExpressTatouage Plus,Tatouage,43 Straße de Rollebeek,Tervuren,3080,Belgien,+32 30 243 947 92,contact@expresstatouage-plus.be,BE0003005228,BE28 6170 1111 35,NICABEBB,assets/logos/business_bus163.svg
BUS164,Rousseau Assurance,Assurance,145 Straße Haute,Verviers,4800,Belgien,+32 45 196 461 40,contact@rousseau-assurance.be,BE0004277317,BE17 6024 6990 60,BNAGBEBB,assets/logos/business_bus164.svg
BUS165,NewAgencedevoyage,Agence de voyage,69 Straße des Artisans,Auderghem,1160,Belgien,+32 58 905 761 13,contact@newagencedevoyage.be,BE0004774122,BE56 2293 1331 51,BBRUBEBB,assets/logos/business_bus165.svg
BUS166,New Rehabilitation Services,Rehabilitation,136 Chaussee de Waterloo,Dilbeek,1700,Belgien,+32 30 436 563 98,contact@new-rehabilitation-services.be,BE0004208569,BE45 2823 9217 85,KREDBEBB,assets/logos/business_bus166.svg
BUS167,ProAgriculture Belgium,Agriculture,51 Straße Neuve,Overijse,3090,Belgien,+32 15 428 791 19,contact@proagriculture-belgium.be,BE0004595651,BE94 4285 3594 97,BNAGBEBB,assets/logos/business_bus167.svg
BUS168,ExpertCrèche Concept,Crèche,22 Straße de l'Étuve,Saint-Nicolas,9100,Belgien,+32 44 177 646 78,contact@expertcrèche-concept.be,BE0009556298,BE92 2932 9174 15,GEBABEBB,assets/logos/business_bus168.svg
BUS169,BestDémolition Solutions,Démolition,92 Straße des Artisans,Nivelles,1400,Belgien,+32 27 329 162 77,contact@bestdémolition-solutions.be,BE0003645587,BE28 3418 0771 58,AXABBE22,assets/logos/business_bus169.svg
BUS170,Gaz domestique Molenbeek-Saint-Jean,Gaz domestique,109 Allee de Tervuren,Saint-Josse-ten-Noode,1210,Belgien,+32 59 390 516 61,contact@gaz-domestique-molenbeek-saint-jean.be,BE0001579319,BE71 5298 9872 89,BNAGBEBB,assets/logos/business_bus170.svg
BUS171,Inter Médecin & Co,Médecin,39 Straße de la Croix,Jette,1090,Belgien,+32 40 812 685 47,contact@inter-médecin--co.be,BE0005352129,BE00 9092 9173 04,KREDBEBB,assets/logos/business_bus171.svg
BUS172,Best Agriculture Plus,Agriculture,129 Boulevard du Midi,Wemmel,1780,Belgien,+32 90 271 544 89,contact@best-agriculture-plus.be,BE0004445587,BE46 2267 8754 88,GEBABEBB,assets/logos/business_bus172.svg
BUS173,Bernard & André,Eau,132 Platz du Marché,Uccle,1180,Belgien,+32 22 896 624 85,contact@bernard--andré.be,BE0004796355,BE23 8302 3777 37,AXABBE22,assets/logos/business_bus173.svg
BUS174,Modern Rehabilitation Belgium,Rehabilitation,44 Straße des Artisans,Waterloo,1410,Belgien,+32 16 297 157 68,contact@modern-rehabilitation-belgium.be,BE0006666480,BE92 6073 0089 01,AXABBE22,assets/logos/business_bus174.svg
BUS175,Moreau Pompes funèbres,Pompes funèbres,72 Straße des Artisans,Ans,4430,Belgien,+32 47 548 447 91,contact@moreau-pompes-funèbres.be,BE0001785335,BE87 3499 0971 81,NICABEBB,assets/logos/business_bus175.svg
BUS176,Dubois & Lemaire,Banque,4 Straße des Écoles,Hasselt,3500,Belgien,+32 14 687 388 74,contact@dubois--lemaire.be,BE0002329245,BE69 0695 9543 48,BNAGBEBB,assets/logos/business_bus176.svg
BUS177,De Smet & Guillaume,Juwelier,62 Straße des Artisans,Seraing,4100,Belgien,+32 51 642 712 77,contact@de-smet--guillaume.be,BE0006591262,BE54 7804 9321 52,NICABEBB,assets/logos/business_bus177.svg
BUS178,Traduction Apex Solutions,Traduction,117 Straße de la Croix,Drogenbos,1620,Belgien,+32 90 631 701 64,contact@traduction-apex-solutions.be,BE0009162336,BE69 8052 5990 25,GEBABEBB,assets/logos/business_bus178.svg
BUS179,Éducation Top Agency,Éducation,35 Straße Antoine Dansaert,Mechelen,2800,Belgien,+32 33 516 416 78,contact@éducation-top-agency.be,BE0002507457,BE33 7964 0908 15,KREDBEBB,assets/logos/business_bus179.svg
BUS180,Mertens & Verhoeven,Culture,8 Boulevard Industriel,Marche-en-Famenne,6900,Belgien,+32 63 734 939 99,contact@mertens--verhoeven.be,BE0003164050,BE03 8398 2981 06,BNAGBEBB,assets/logos/business_bus180.svg
BUS181,Alpha Aménagement intérieur,Aménagement intérieur,44 Straße Neuve,Hasselt,3500,Belgien,+32 22 814 603 65,contact@alpha-aménagement-intérieur.be,BE0007136414,BE41 4434 9834 99,NICABEBB,assets/logos/business_bus181.svg
BUS182,Cools & Peeters,Épicerie,140 Boulevard Industriel,Watermael-Boitsfort,1170,Belgien,+32 27 715 175 75,contact@cools--peeters.be,BE0007994914,BE24 7193 4069 55,BBRUBEBB,assets/logos/business_bus182.svg
BUS183,ExpressPompesfunèbres Solutions,Pompes funèbres,44 Straße Principale,Mons,7000,Belgien,+32 29 186 308 58,contact@expresspompesfunèbres-solutions.be,BE0001515787,BE93 9759 6563 23,KREDBEBB,assets/logos/business_bus183.svg
BUS184,Crèche Ciney,Crèche,75 Straße des Écoles,Gand,9000,Belgien,+32 25 329 495 67,contact@crèche-ciney.be,BE0008040024,BE97 4727 0363 11,NICABEBB,assets/logos/business_bus184.svg
BUS185,Logement social Alpha Agency,Logement social,105 Straße des Bouchers,Waterloo,1410,Belgien,+32 37 607 163 74,contact@logement-social-alpha-agency.be,BE0007466442,BE82 5155 8159 71,GEBABEBB,assets/logos/business_bus185.svg
BUS186,Desmet & Mercier,Intracommunautaire,11 Allee des Nations,Arlon,6700,Belgien,+32 17 127 732 90,contact@desmet--mercier.be,BE0006721950,BE08 9680 0664 53,GEBABEBB,assets/logos/business_bus186.svg
BUS187,Simon & Dubois,Ostéopathie,39 Boulevard Anspach,Seraing,4100,Belgien,+32 33 441 623 33,contact@simon--dubois.be,BE0004508838,BE93 2577 9444 40,BBRUBEBB,assets/logos/business_bus187.svg
BUS188,Logement social Super Belgium,Logement social,21 Straße des Bouchers,Hoeilaart,1560,Belgien,+32 59 397 249 63,contact@logement-social-super-belgium.be,BE0003979322,BE11 4592 0621 38,AXABBE22,assets/logos/business_bus188.svg
BUS189,Optique Best,Optik,17 Allee du Centre,Woluwe-Saint-Lambert,1200,Belgien,+32 54 156 595 39,contact@optique-best.be,BE0006884210,BE02 1764 3012 55,BBRUBEBB,assets/logos/business_bus189.svg
BUS190,Bernard Association,Association,138 Allee de Tervuren,Louvain,3000,Belgien,+32 87 505 299 35,contact@bernard-association.be,BE0007322392,BE48 5593 0288 29,GEBABEBB,assets/logos/business_bus190.svg
